Traffic_Level,ID,Weather,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,temperature,humidity,precipitation,Distance (km),Delivery Time (m)
High,A805,clear sky,Meal,motorcycle,34,4.8,17.54,69.0,0.0,16.45,4.143.333.333
High,469E,clear sky,Buffet,scooter,38,5.0,22.88,43.0,0.0,16.35,38.9
High,8DC0,smoke,Snack,motorcycle,23,4.6,26.18,44.0,0.0,20.12,54.35
High,9247,clear sky,Buffet,motorcycle,23,4.9,18.95,65.0,0.0,16.12,4.246.666.667
High,6CBA,clear sky,Meal,motorcycle,21,4.9,23.09,43.0,0.0,13.63,3.231.666.667
High,D883,clear sky,Snack,motorcycle,36,4.8,18.16,57.0,0.0,20.82,4.518.333.333
High,88C1,clear sky,Buffet,scooter,28,4.8,22.87,43.0,0.0,18.6,41.75
High,93EF,clear sky,Drinks,motorcycle,21,4.9,19.18,65.0,0.0,11.36,4.558.333.333
High,901,haze,Meal,scooter,29,4.6,20.06,68.0,0.0,23.52,4.666.666.667
High,E13,clear sky,Buffet,electric_scooter,28,5.0,17.22,52.0,0.0,22.38,3.936.666.667
High,D00F,clear sky,Meal,scooter,35,4.1,18.72,58.0,0.0,33.52,38.9
High,5.00E+92,mist,Snack,motorcycle,29,4.9,25.0,73.0,0.0,18.48,4.731.666.667
High,AAA,mist,Snack,scooter,29,4.6,25.12,73.0,0.0,21.09,5.281.666.667
High,9B1B,clear sky,Meal,scooter,23,4.8,17.21,53.0,0.0,14.61,3.511.666.667
High,1A6C,clear sky,Buffet,scooter,27,4.5,19.96,46.0,0.0,16.79,4.761.666.667
High,7769,smoke,Buffet,scooter,27,4.7,26.83,44.0,0.0,11.65,4.966.666.667
High,2.00E+57,haze,Buffet,scooter,28,5.0,19.63,68.0,0.0,8.18,3.478.333.333
High,3F7D,mist,Snack,motorcycle,36,4.8,19.63,92.0,0.0,12.97,46.6
High,C459,clear sky,Meal,scooter,27,4.8,21.33,53.0,0.0,31.95,38.4
High,5BA0,scattered clouds,Meal,scooter,38,4.2,18.42,82.0,0.0,20.42,3.536.666.667
High,1557,smoke,Drinks,motorcycle,25,4.6,25.17,44.0,0.0,14.96,5.916.666.667
High,2A32,clear sky,Buffet,motorcycle,20,4.6,22.43,44.0,0.0,23.95,4.096.666.667
High,9E3B,clear sky,Snack,motorcycle,26,4.8,19.96,46.0,0.0,15.2,4.521.666.667
High,68BA,haze,Buffet,scooter,39,4.8,19.7,68.0,0.0,7.27,34.05
High,7F88,clear sky,Buffet,motorcycle,30,4.1,17.3,53.0,0.0,22.02,43.65
High,72F9,clear sky,Drinks,scooter,22,5.0,22.76,43.0,0.0,22.97,5.123.333.333
High,699A,clear sky,Meal,scooter,29,4.7,19.17,65.0,0.0,13.16,34.1
High,78A7,smoke,Meal,scooter,24,4.6,26.97,44.0,0.0,9.24,3.636.666.667
High,507F,clear sky,Buffet,scooter,33,4.9,17.88,67.0,0.0,19.56,4.676.666.667
High,2100,broken clouds,Meal,scooter,26,4.7,18.43,82.0,0.0,17.34,3.606.666.667
High,B66,mist,Buffet,motorcycle,32,4.3,26.49,88.0,0.0,13.07,4.896.666.667
High,2B82,clear sky,Snack,motorcycle,25,4.7,17.25,53.0,0.0,19.6,3.948.333.333
High,5D32,broken clouds,Meal,motorcycle,38,4.6,21.32,64.0,0.0,13.63,3.583.333.333
High,9DA6,haze,Meal,motorcycle,33,4.2,19.81,68.0,0.0,9.34,34.05
High,5.20E+01,clear sky,Drinks,scooter,35,4.6,22.35,43.0,0.0,24.27,4.708.333.333
High,8153,clear sky,Snack,motorcycle,37,4.0,22.79,43.0,0.0,20.19,4.616.666.667
High,B0B2,clear sky,Buffet,scooter,24,4.5,17.25,53.0,0.0,22.02,4.418.333.333
High,37B4,mist,Snack,scooter,35,5.0,25.08,73.0,0.0,19.2,48.25
High,2363,smoke,Drinks,motorcycle,33,4.1,27.0,44.0,0.0,14.32,4.926.666.667
High,7C78,broken clouds,Buffet,motorcycle,27,4.6,18.4,82.0,0.0,23.19,3.771.666.667
High,7C01,broken clouds,Buffet,scooter,25,4.9,18.13,82.0,0.0,21.93,3.663.333.333
High,5B28,broken clouds,Buffet,motorcycle,21,4.6,18.28,82.0,0.0,16.85,44.75
High,BB36,mist,Meal,scooter,31,4.9,19.18,93.0,0.0,16.49,4.361.666.667
High,6D6C,mist,Buffet,motorcycle,35,4.8,19.58,93.0,0.0,18.67,46.45
High,38DF,smoke,Meal,electric_scooter,27,4.6,26.54,44.0,0.0,12.88,42.2
High,1DB3,clear sky,Snack,motorcycle,33,4.1,17.75,67.0,0.0,22.77,4.146.666.667
High,A8D7,clear sky,Snack,scooter,22,4.7,19.05,64.0,0.0,12.74,39.6
High,89A,broken clouds,Snack,electric_scooter,29,4.6,18.28,82.0,0.0,16.85,46.75
High,A0B9,clear sky,Meal,motorcycle,29,4.6,19.31,65.0,0.0,18.69,4.481.666.667
High,BCDF,mist,Drinks,scooter,28,4.7,25.12,73.0,0.0,17.58,50.3
High,66BF,smoke,Meal,motorcycle,23,4.7,27.01,44.0,0.0,9.58,4.393.333.333
High,6C44,clear sky,Meal,electric_scooter,22,4.8,22.83,42.0,0.0,14.97,33.1
High,3B21,broken clouds,Meal,motorcycle,32,4.8,17.79,82.0,0.0,21.9,3.976.666.667
High,5EC6,clear sky,Meal,motorcycle,30,4.1,22.99,43.0,0.0,15.7,3.678.333.333
High,19DF,clear sky,Drinks,motorcycle,20,4.5,17.3,53.0,0.0,22.02,50.65
High,7298,scattered clouds,Drinks,motorcycle,21,4.9,18.36,82.0,0.0,19.48,4.368.333.333
High,ADCB,mist,Meal,scooter,28,4.9,25.02,73.0,0.0,15.95,3.641.666.667
High,1984,mist,Buffet,motorcycle,34,4.5,25.06,73.0,0.0,13.92,3.698.333.333
High,2460,clear sky,Buffet,motorcycle,33,5.0,17.41,69.0,0.0,18.92,37.5
High,A925,overcast clouds,Meal,motorcycle,27,4.3,21.29,64.0,0.0,18.26,4.673.333.333
High,1630,haze,Buffet,electric_scooter,38,5.0,19.81,68.0,0.0,9.34,3.606.666.667
High,B849,clear sky,Drinks,electric_scooter,27,4.6,18.93,65.0,0.0,12.48,4.266.666.667
High,B47E,clear sky,Snack,motorcycle,32,4.6,17.77,68.0,0.0,18.75,4.036.666.667
High,E95,mist,Drinks,motorcycle,20,4.7,26.36,88.0,0.0,11.21,53.25
High,81D7,clear sky,Drinks,scooter,22,4.8,19.25,65.0,0.0,11.72,4.013.333.333
High,EA8,mist,Buffet,motorcycle,20,4.8,24.92,73.0,0.0,15.72,4.763.333.333
High,8029,mist,Drinks,motorcycle,29,4.5,25.12,73.0,0.0,17.69,49.5
High,6A01,clear sky,Buffet,motorcycle,36,4.1,18.95,65.0,0.0,13.63,39.4
High,8CC8,haze,Snack,motorcycle,29,4.7,19.63,68.0,0.0,8.18,36.6
High,3319,clear sky,Meal,motorcycle,25,4.9,22.87,42.0,0.0,20.48,44.05
High,4B27,haze,Meal,scooter,20,4.9,19.63,68.0,0.0,8.18,32.6
High,489D,haze,Meal,scooter,23,4.8,19.51,68.0,0.0,11.38,3.971.666.667
High,E0AB,clear sky,Snack,motorcycle,28,4.6,21.79,54.0,0.0,14.27,3.796.666.667
High,58B4,clear sky,Meal,scooter,24,4.9,17.31,53.0,0.0,25.66,41
High,B77B,smoke,Buffet,motorcycle,29,4.9,26.18,44.0,0.0,20.12,5.243.333.333
High,9D1,mist,Drinks,electric_scooter,20,4.8,26.34,88.0,0.0,8.72,46.5
High,1D1B,broken clouds,Snack,motorcycle,28,4.8,21.4,64.0,0.0,13.99,4.093.333.333
High,C649,haze,Meal,motorcycle,22,4.9,22.99,83.0,0.0,12.01,4.416.666.667
High,AC94,clear sky,Snack,motorcycle,22,4.9,17.79,68.0,0.0,17.81,4.436.666.667
High,8598,broken clouds,Snack,scooter,36,4.3,17.79,82.0,0.0,22.23,40
High,89FB,clear sky,Meal,motorcycle,29,5.0,17.84,68.0,0.0,11.34,40.7
High,A5B3,scattered clouds,Snack,motorcycle,39,4.1,18.28,81.0,0.0,13.43,4.296.666.667
High,B036,clear sky,Buffet,scooter,31,4.8,18.93,64.0,0.0,15.49,40.05
High,48BC,clear sky,Buffet,motorcycle,27,4.1,23.01,43.0,0.0,16.7,41.9
High,BCF1,mist,Buffet,motorcycle,21,4.7,26.36,88.0,0.0,12.24,4.586.666.667
High,1560,clear sky,Buffet,motorcycle,32,4.5,17.26,53.0,0.0,16.69,3.878.333.333
High,904F,broken clouds,Drinks,motorcycle,20,4.5,21.32,66.0,0.0,14.77,5.196.666.667
High,AAA3,clear sky,Buffet,motorcycle,23,4.7,22.99,43.0,0.0,14.17,3.393.333.333
High,BD6E,mist,Snack,motorcycle,32,4.6,26.51,87.0,0.0,10.0,4.031.666.667
High,59AA,clear sky,Snack,motorcycle,33,4.5,19.13,64.0,0.0,17.74,47.1
High,45EA,clear sky,Snack,electric_scooter,36,4.7,19.96,46.0,0.0,14.84,4.401.666.667
High,698D,smoke,Meal,motorcycle,29,4.6,25.17,44.0,0.0,14.96,5.071.666.667
High,94DE,mist,Drinks,motorcycle,28,4.9,25.02,73.0,0.0,15.95,4.563.333.333
High,D334,scattered clouds,Buffet,motorcycle,33,4.9,24.74,59.0,0.0,12.41,3.848.333.333
High,9861,mist,Meal,motorcycle,29,4.7,26.55,87.0,0.0,9.89,37.6
High,1AFF,clear sky,Meal,scooter,27,4.8,17.72,68.0,0.0,9.94,3.451.666.667
High,34C2,mist,Snack,motorcycle,37,4.6,24.87,73.0,0.0,14.7,4.591.666.667
High,CE05,clear sky,Drinks,motorcycle,28,4.6,21.72,56.0,0.0,16.41,4.526.666.667
High,9F8D,broken clouds,Buffet,motorcycle,28,5.0,21.25,64.0,0.0,13.4,4.403.333.333
High,3609,broken clouds,Snack,motorcycle,25,4.6,21.15,67.0,0.0,11.89,3.653.333.333
High,492F,clear sky,Meal,motorcycle,21,5.0,22.87,43.0,0.0,17.02,3.586.666.667
High,C1D8,clear sky,Buffet,motorcycle,38,4.1,21.65,56.0,0.0,17.41,3.983.333.333
High,5269,few clouds,Snack,electric_scooter,35,4.5,19.03,65.0,0.0,16.48,4.406.666.667
High,626D,smoke,Snack,motorcycle,29,4.9,27.01,44.0,0.0,11.59,4.793.333.333
High,4A2E,mist,Meal,motorcycle,22,4.7,20.3,91.0,0.0,8.26,36.65
High,500C,clear sky,Snack,scooter,26,4.7,17.54,69.0,0.0,16.45,4.531.666.667
High,32F2,mist,Buffet,motorcycle,25,4.6,25.15,73.0,0.0,21.79,5.016.666.667
High,6569,haze,Meal,scooter,25,4.9,17.05,72.0,0.0,11.57,34.2
High,D3F,mist,Snack,motorcycle,39,5.0,24.94,73.0,0.0,17.97,45.15
High,54EC,broken clouds,Drinks,motorcycle,35,4.2,18.25,81.0,0.0,15.77,5.228.333.333
High,8111,broken clouds,Buffet,scooter,23,4.9,21.45,64.0,0.0,12.65,35.4
High,A406,mist,Buffet,motorcycle,23,4.9,23.97,78.0,0.0,15.79,4.353.333.333
High,441,scattered clouds,Snack,motorcycle,29,4.6,18.2,77.0,0.0,13.96,3.848.333.333
High,4CEE,mist,Snack,motorcycle,24,4.5,23.97,78.0,0.0,16.18,46.3
High,355C,smoke,Snack,scooter,23,4.9,26.02,44.0,0.0,13.83,51.4
High,A129,haze,Meal,scooter,38,4.0,19.98,68.0,0.0,18.26,4.206.666.667
High,1954,mist,Meal,motorcycle,37,4.7,24.82,73.0,0.0,14.21,38.15
High,B46,clear sky,Buffet,scooter,34,3.5,18.88,65.0,0.0,15.88,4.003.333.333
High,55D5,clear sky,Buffet,motorcycle,32,4.9,19.13,64.0,0.0,17.74,45.1
High,83A6,broken clouds,Buffet,scooter,26,4.5,21.32,65.0,0.0,14.94,4.308.333.333
High,E1FB,broken clouds,Buffet,motorcycle,34,5.0,24.94,59.0,0.0,12.54,3.778.333.333
High,85BE,scattered clouds,Meal,scooter,30,4.7,18.35,77.0,0.0,18.11,36.35
High,BED1,haze,Snack,motorcycle,23,4.7,19.05,68.0,0.0,13.38,4.226.666.667
High,560C,mist,Drinks,scooter,36,4.8,26.35,88.0,0.0,10.63,56.1
High,3929,clear sky,Buffet,motorcycle,36,4.9,17.23,53.0,0.0,19.36,35.9
High,55C5,clear sky,Snack,scooter,22,4.9,17.84,68.0,0.0,11.46,45.8
High,AD28,clear sky,Drinks,motorcycle,27,4.9,17.54,69.0,0.0,18.49,46.25
High,4974,mist,Drinks,scooter,37,4.9,24.99,73.0,0.0,14.95,5.393.333.333
High,3B68,clear sky,Meal,motorcycle,21,4.4,17.84,68.0,0.0,10.37,4.171.666.667
High,9A6A,clear sky,Meal,scooter,25,4.6,18.9,65.0,0.0,16.83,44.45
High,D668,clear sky,Buffet,motorcycle,35,4.9,21.84,55.0,0.0,20.91,4.718.333.333
High,9DE9,clear sky,Meal,scooter,32,3.8,19.97,46.0,0.0,14.83,3.973.333.333
High,2D35,clear sky,Snack,motorcycle,39,4.9,26.78,48.0,0.0,16.1,4.673.333.333
High,2175,clear sky,Buffet,motorcycle,25,4.6,17.79,68.0,0.0,11.5,4.118.333.333
High,9.40E+04,broken clouds,Buffet,scooter,25,4.8,21.21,66.0,0.0,12.94,40.55
High,B3E6,broken clouds,Buffet,motorcycle,21,4.6,21.27,65.0,0.0,19.08,4.768.333.333
High,45EB,broken clouds,Meal,motorcycle,39,4.6,18.38,81.0,0.0,16.91,41.65
High,3262,broken clouds,Buffet,motorcycle,30,4.9,18.38,81.0,0.0,16.91,43.65
High,6EC5,scattered clouds,Drinks,scooter,34,4.7,18.07,78.0,0.0,26.02,5.423.333.333
High,1F25,broken clouds,Snack,scooter,39,4.8,18.43,81.0,0.0,16.35,3.886.666.667
High,871E,clear sky,Meal,motorcycle,38,4.6,19.19,65.0,0.0,12.02,3.156.666.667
High,AE85,clear sky,Buffet,motorcycle,36,4.1,19.17,65.0,0.0,23.05,4.788.333.333
High,AE1B,clear sky,Drinks,motorcycle,26,4.6,19.22,65.0,0.0,15.14,50.7
High,C5F2,clear sky,Snack,motorcycle,36,4.8,18.86,57.0,0.0,11.84,3.926.666.667
High,6EAA,clear sky,Snack,motorcycle,29,4.6,18.9,65.0,0.0,13.39,4.116.666.667
High,C91E,clear sky,Buffet,scooter,24,4.8,18.72,58.0,0.0,17.16,4.571.666.667
High,4013,clear sky,Meal,electric_scooter,24,4.5,19.97,46.0,0.0,14.83,3.958.333.333
High,962E,clear sky,Drinks,scooter,38,4.4,17.77,68.0,0.0,12.24,4.451.666.667
High,CC09,clear sky,Meal,motorcycle,38,4.8,21.69,56.0,0.0,14.1,3.556.666.667
High,89AC,mist,Snack,motorcycle,21,5.0,19.75,92.0,0.0,12.34,50.5
High,98F1,clear sky,Meal,motorcycle,30,4.1,22.88,43.0,0.0,15.2,34.8
High,6.00E+84,mist,Drinks,motorcycle,39,4.7,24.86,73.0,0.0,11.62,4.413.333.333
High,372C,scattered clouds,Buffet,motorcycle,28,4.5,26.39,88.0,0.0,12.17,4.676.666.667
High,51EA,mist,Meal,scooter,25,4.6,25.15,73.0,0.0,24.02,47.15
High,B7D6,clear sky,Snack,motorcycle,32,4.6,17.28,53.0,0.0,22.12,40.75
High,26D8,broken clouds,Buffet,motorcycle,38,4.4,21.32,65.0,0.0,14.94,4.268.333.333
High,536,clear sky,Snack,electric_scooter,29,4.6,22.88,43.0,0.0,16.18,4.141.666.667
High,9F58,broken clouds,Snack,scooter,33,4.6,18.13,82.0,0.0,21.93,3.893.333.333
High,1BFC,clear sky,Meal,motorcycle,39,4.3,19.03,65.0,0.0,17.7,39.25
High,B297,clear sky,Snack,motorcycle,35,4.7,17.84,68.0,0.0,12.12,44.6
High,D8FD,haze,Buffet,scooter,24,4.9,22.99,83.0,0.0,12.39,4.473.333.333
High,8BF5,clear sky,Meal,scooter,22,4.6,17.83,67.0,0.0,15.58,3.151.666.667
High,BE9F,clear sky,Snack,motorcycle,24,4.6,17.6,69.0,0.0,20.31,4.806.666.667
High,A438,scattered clouds,Snack,scooter,33,4.7,18.32,77.0,0.0,16.25,3.831.666.667
High,4417,smoke,Buffet,scooter,35,4.7,27.05,44.0,0.0,25.07,52.6
High,225A,clear sky,Buffet,scooter,33,4.7,19.23,46.0,0.0,16.17,40.05
High,C594,clear sky,Buffet,motorcycle,26,4.5,21.37,52.0,0.0,32.52,43.95
High,80EA,mist,Buffet,motorcycle,37,5.0,19.95,93.0,0.0,13.37,4.933.333.333
High,C810,haze,Drinks,motorcycle,31,4.8,23.02,83.0,0.0,16.57,50.7
High,7425,mist,Meal,scooter,34,4.7,19.54,93.0,0.0,11.19,4.333.333.333
High,B4EB,scattered clouds,Drinks,motorcycle,20,4.4,18.2,77.0,0.0,13.96,4.348.333.333
High,7877,broken clouds,Buffet,electric_scooter,39,5.0,21.32,66.0,0.0,13.04,3.926.666.667
High,D352,clear sky,Meal,motorcycle,34,4.4,21.67,56.0,0.0,20.69,42.2
High,635E,mist,Buffet,scooter,27,4.6,25.01,73.0,0.0,16.24,44.35
High,4033,broken clouds,Meal,scooter,35,4.9,21.32,64.0,0.0,13.63,35.85
High,185E,haze,Snack,motorcycle,38,4.5,17.15,72.0,0.0,17.07,4.136.666.667
High,39D1,scattered clouds,Drinks,scooter,33,4.6,26.39,88.0,0.0,10.96,5.156.666.667
High,97D2,haze,Drinks,electric_scooter,30,4.8,19.83,68.0,0.0,14.29,4.588.333.333
High,3.00E+75,clear sky,Meal,scooter,35,4.8,17.84,68.0,0.0,11.46,4.181.666.667
High,18B9,clear sky,Meal,motorcycle,29,4.6,17.66,68.0,0.0,10.22,3.146.666.667
High,F5B,broken clouds,Buffet,scooter,31,4.7,18.3,82.0,0.0,24.9,4.528.333.333
High,43B8,haze,Drinks,electric_scooter,31,4.9,17.21,72.0,0.0,18.3,44.15
High,BF42,clear sky,Meal,motorcycle,29,4.6,21.76,52.0,0.0,8.99,3.641.666.667
High,429,broken clouds,Buffet,bicycle,29,4.6,21.32,65.0,0.0,16.93,4.366.666.667
High,A518,haze,Meal,motorcycle,27,4.6,17.17,72.0,0.0,14.82,3.201.666.667
High,34A9,clear sky,Buffet,motorcycle,33,4.9,17.25,53.0,0.0,19.59,3.926.666.667
High,C8F9,scattered clouds,Meal,motorcycle,37,4.6,24.85,60.0,0.0,19.32,42.15
High,CD3C,clear sky,Meal,scooter,21,5.0,22.2,54.0,0.0,15.99,3.826.666.667
High,74BE,mist,Meal,motorcycle,28,4.0,26.47,88.0,0.0,10.95,38.15
High,C69B,clear sky,Drinks,scooter,23,4.2,21.59,52.0,0.0,21.37,43.15
High,97A2,clear sky,Buffet,scooter,29,4.9,19.22,65.0,0.0,15.14,4.296.666.667
High,543D,mist,Meal,scooter,30,4.6,25.18,73.0,0.0,22.51,47.95
High,A566,clear sky,Drinks,motorcycle,21,4.8,26.78,48.0,0.0,16.1,5.253.333.333
High,B58D,fog,Buffet,scooter,28,4.6,19.22,93.0,0.0,18.04,4.838.333.333
High,6A79,mist,Snack,motorcycle,38,4.6,19.66,91.0,0.0,9.9,3.918.333.333
High,E1F3,clear sky,Snack,motorcycle,30,4.6,18.19,58.0,0.0,18.44,4.153.333.333
High,A172,clear sky,Snack,motorcycle,21,4.7,23.01,43.0,0.0,17.56,44.1
High,911B,clear sky,Buffet,motorcycle,37,4.8,19.96,46.0,0.0,14.72,4.083.333.333
High,56F5,fog,Drinks,scooter,27,4.4,18.97,93.0,0.0,15.71,52.05
High,C25D,clear sky,Meal,motorcycle,22,4.1,21.55,52.0,0.0,22.3,3.458.333.333
High,51F3,clear sky,Snack,motorcycle,28,4.5,17.79,68.0,0.0,9.19,4.296.666.667
High,1ACB,mist,Snack,motorcycle,39,4.8,25.0,73.0,0.0,16.82,4.526.666.667
High,31FE,clear sky,Meal,scooter,25,4.7,17.25,53.0,0.0,19.6,3.568.333.333
High,B634,clear sky,Buffet,motorcycle,36,4.7,18.95,65.0,0.0,13.24,3.903.333.333
High,56AB,mist,Snack,motorcycle,20,4.5,19.66,91.0,0.0,10.12,41.45
High,7EC,clear sky,Drinks,scooter,39,4.6,17.51,69.0,0.0,21.11,5.143.333.333
High,7E7F,clear sky,Snack,motorcycle,31,4.3,22.83,42.0,0.0,15.56,38.85
High,461F,mist,Snack,motorcycle,28,4.8,19.66,91.0,0.0,9.91,3.983.333.333
High,4006,mist,Drinks,scooter,29,4.6,24.78,73.0,0.0,13.92,46.55
High,4839,broken clouds,Meal,electric_scooter,27,4.7,21.23,66.0,0.0,22.23,4.148.333.333
High,5B8,mist,Meal,scooter,29,4.6,26.51,87.0,0.0,13.03,41.5
High,43AD,mist,Meal,motorcycle,21,4.3,25.08,73.0,0.0,14.03,3.611.666.667
High,36F0,clear sky,Buffet,scooter,36,3.5,17.23,53.0,0.0,20.09,4.633.333.333
High,B453,mist,Snack,motorcycle,31,4.7,25.05,73.0,0.0,14.78,3.853.333.333
High,5901,broken clouds,Meal,motorcycle,21,4.7,21.36,64.0,0.0,16.12,42.5
High,3F2B,clear sky,Buffet,scooter,26,4.6,24.42,49.0,0.0,18.87,4.003.333.333
High,6343,mist,Snack,scooter,25,5.0,25.15,73.0,0.0,21.28,5.023.333.333
High,75DD,clear sky,Snack,motorcycle,29,4.6,22.43,44.0,0.0,23.95,4.271.666.667
High,3FDB,haze,Meal,motorcycle,27,5.0,17.17,72.0,0.0,14.82,3.201.666.667
High,840C,clear sky,Drinks,motorcycle,29,4.9,22.83,42.0,0.0,15.56,4.381.666.667
High,8A03,mist,Buffet,motorcycle,23,4.8,19.45,93.0,0.0,19.24,46.25
High,9EC,clear sky,Snack,motorcycle,30,4.5,17.6,69.0,0.0,20.75,47.5
High,5DC2,haze,Snack,scooter,32,4.7,19.9,68.0,0.0,16.75,47.1
High,DFDE,mist,Buffet,scooter,32,4.7,17.18,82.0,0.0,15.86,5.063.333.333
High,56EA,broken clouds,Buffet,motorcycle,36,4.8,18.46,82.0,0.0,19.34,4.316.666.667
High,6736,clear sky,Snack,scooter,30,4.3,17.23,69.0,0.0,19.93,4.071.666.667
High,A03C,scattered clouds,Snack,motorcycle,24,4.6,18.28,77.0,0.0,18.24,3.793.333.333
High,B282,scattered clouds,Meal,scooter,25,4.6,18.33,82.0,0.0,20.69,41.95
High,45FD,clear sky,Buffet,motorcycle,23,4.8,19.19,65.0,0.0,12.02,34.25
High,D4AD,clear sky,Buffet,motorcycle,29,4.7,21.71,51.0,0.0,21.68,3.678.333.333
High,CE77,clear sky,Drinks,scooter,29,4.6,21.79,54.0,0.0,14.27,4.308.333.333
High,7828,clear sky,Snack,scooter,30,4.5,22.47,44.0,0.0,20.28,4.008.333.333
High,24D1,mist,Snack,motorcycle,32,4.9,25.08,73.0,0.0,14.03,4.018.333.333
High,1893,smoke,Drinks,motorcycle,33,3.6,27.04,44.0,0.0,19.06,5.198.333.333
High,532C,haze,Buffet,motorcycle,31,3.5,19.98,68.0,0.0,18.08,44.35
High,642D,clear sky,Buffet,motorcycle,20,4.9,19.1,65.0,0.0,11.41,3.361.666.667
High,81D2,clear sky,Meal,motorcycle,37,5.0,22.84,43.0,0.0,21.28,4.323.333.333
High,566B,clear sky,Snack,motorcycle,29,4.8,19.08,65.0,0.0,15.21,4.393.333.333
High,18BB,fog,Snack,motorcycle,29,4.6,19.22,93.0,0.0,18.42,5.373.333.333
High,8812,clear sky,Drinks,electric_scooter,37,4.4,19.72,46.0,0.0,15.56,4.923.333.333
High,2603,clear sky,Buffet,motorcycle,34,4.6,19.17,65.0,0.0,13.16,36.05
High,AE3D,clear sky,Drinks,scooter,31,4.6,18.93,65.0,0.0,13.24,4.406.666.667
High,6823,clear sky,Drinks,motorcycle,32,4.8,17.84,68.0,0.0,10.34,5.066.666.667
High,3.00E+92,clear sky,Snack,motorcycle,26,4.7,17.79,68.0,0.0,11.5,4.321.666.667
High,4CF4,clear sky,Meal,motorcycle,26,4.7,17.88,67.0,0.0,19.56,4.188.333.333
High,3408,mist,Meal,scooter,37,4.9,26.31,88.0,0.0,10.88,4.021.666.667
High,DE9C,mist,Drinks,scooter,32,4.6,23.91,88.0,0.0,16.75,5.641.666.667
High,AF87,smoke,Snack,scooter,25,4.7,26.97,44.0,0.0,8.8,41.5
High,6448,scattered clouds,Meal,scooter,31,4.7,18.05,77.0,0.0,25.16,4.298.333.333
High,7075,clear sky,Snack,motorcycle,33,4.0,19.12,65.0,0.0,17.06,4.861.666.667
High,878A,clear sky,Snack,scooter,36,4.5,17.6,69.0,0.0,20.31,4.808.333.333
High,C92F,clear sky,Meal,electric_scooter,26,4.6,18.29,57.0,0.0,15.13,4.401.666.667
High,86C2,mist,Meal,motorcycle,20,4.5,25.01,73.0,0.0,15.4,3.998.333.333
High,54BD,clear sky,Meal,motorcycle,30,5.0,24.42,49.0,0.0,19.11,36.15
High,BD26,haze,Drinks,motorcycle,24,4.8,19.98,68.0,0.0,18.08,5.088.333.333
High,BA54,smoke,Drinks,motorcycle,34,4.8,27.01,44.0,0.0,10.43,48.85
High,5D2A,mist,Meal,motorcycle,28,4.9,25.15,73.0,0.0,21.28,46.25
High,7C45,clear sky,Buffet,electric_scooter,31,4.9,22.47,44.0,0.0,24.65,41
High,3245,clear sky,Drinks,scooter,21,4.1,17.78,68.0,0.0,18.12,4.968.333.333
High,48CF,clear sky,Snack,motorcycle,20,4.6,19.96,46.0,0.0,17.04,4.931.666.667
High,FE5,clear sky,Buffet,motorcycle,38,4.7,17.72,68.0,0.0,8.16,3.443.333.333
High,D595,mist,Buffet,scooter,35,4.5,23.91,88.0,0.0,18.84,47.25
High,8D17,haze,Snack,motorcycle,25,4.8,19.99,68.0,0.0,14.46,4.488.333.333
High,319B,clear sky,Drinks,scooter,22,4.6,18.97,65.0,0.0,17.24,5.093.333.333
High,E04B,scattered clouds,Buffet,scooter,30,4.8,24.72,62.0,0.0,27.0,47.7
High,B51,clear sky,Meal,motorcycle,29,4.9,19.39,65.0,0.0,23.4,4.408.333.333
High,CB60,mist,Meal,motorcycle,24,4.3,17.56,82.0,0.0,17.72,44.35
High,23B5,clear sky,Meal,motorcycle,36,4.0,17.72,68.0,0.0,8.16,3.246.666.667
High,4.00E+85,scattered clouds,Snack,scooter,31,4.4,18.42,82.0,0.0,20.42,3.813.333.333
High,6ECA,clear sky,Snack,motorcycle,25,4.0,17.32,53.0,0.0,24.35,47.45
High,4F47,broken clouds,Snack,motorcycle,36,4.9,21.33,65.0,0.0,18.67,43.2
High,2BA0,fog,Meal,scooter,34,4.2,19.07,93.0,0.0,23.84,4.643.333.333
High,3938,broken clouds,Snack,motorcycle,31,4.7,17.97,82.0,0.0,26.11,4.001.666.667
High,2315,fog,Meal,motorcycle,29,4.6,19.22,93.0,0.0,18.06,3.821.666.667
High,6518,clear sky,Drinks,motorcycle,38,4.8,17.23,53.0,0.0,19.08,4.278.333.333
High,B4D6,clear sky,Drinks,motorcycle,24,4.9,17.84,68.0,0.0,14.292746696035243,4.318.333.333
High,7A91,scattered clouds,Meal,motorcycle,23,4.8,17.86,77.0,0.0,24.54,3.368.333.333
High,4BD2,smoke,Drinks,scooter,23,4.7,26.71,44.0,0.0,21.67,5.823.333.333
High,3E0C,mist,Drinks,motorcycle,33,4.3,19.58,93.0,0.0,16.27,4.678.333.333
High,2762,mist,Snack,motorcycle,34,5.0,25.27,73.0,0.0,31.46,51.75
High,17C0,broken clouds,Buffet,motorcycle,28,4.5,17.65,82.0,0.0,27.2,47.75
High,47D6,broken clouds,Drinks,scooter,36,3.6,18.28,82.0,0.0,16.85,4.991.666.667
High,1.00E+92,broken clouds,Buffet,motorcycle,22,4.0,26.39,88.0,0.0,15.96,4.153.333.333
High,92C5,mist,Snack,motorcycle,34,3.8,19.18,93.0,0.0,16.49,39.35
